Created as New Dataset,Sample 003 By Administrator Date Thursday, December 10 2020
cm-1,%T
2603.00,92.90
2602.00,92.91
2601.00,92.91
2600.00,92.89
2599.00,92.84
2598.00,92.81
2597.00,92.81
2596.00,92.87
2595.00,92.94
2594.00,92.96
2593.00,92.94
2592.00,92.90
2591.00,92.88
2590.00,92.90
2589.00,92.92
2588.00,92.92
2587.00,92.86
2586.00,92.78
2585.00,92.72
2584.00,92.71
2583.00,92.75
2582.00,92.81
2581.00,92.84
2580.00,92.84
2579.00,92.82
2578.00,92.79
2577.00,92.76
2576.00,92.76
2575.00,92.78
2574.00,92.81
2573.00,92.82
2572.00,92.82
2571.00,92.81
2570.00,92.82
2569.00,92.85
2568.00,92.90
2567.00,92.93
2566.00,92.93
2565.00,92.91
2564.00,92.88
2563.00,92.86
2562.00,92.84
2561.00,92.82
2560.00,92.80
2559.00,92.79
2558.00,92.80
2557.00,92.81
2556.00,92.80
2555.00,92.79
2554.00,92.75
2553.00,92.70
2552.00,92.67
2551.00,92.67
2550.00,92.72
2549.00,92.78
2548.00,92.83
2547.00,92.85
2546.00,92.85
2545.00,92.84
2544.00,92.81
2543.00,92.78
2542.00,92.77
2541.00,92.77
2540.00,92.76
2539.00,92.75
2538.00,92.73
2537.00,92.70
2536.00,92.69
2535.00,92.68
2534.00,92.70
2533.00,92.73
2532.00,92.76
2531.00,92.78
2530.00,92.80
2529.00,92.79
2528.00,92.77
2527.00,92.76
2526.00,92.76
2525.00,92.77
2524.00,92.80
2523.00,92.81
2522.00,92.79
2521.00,92.78
2520.00,92.78
2519.00,92.83
2518.00,92.88
2517.00,92.89
2516.00,92.87
2515.00,92.83
2514.00,92.81
2513.00,92.79
2512.00,92.77
2511.00,92.73
2510.00,92.67
2509.00,92.65
2508.00,92.67
2507.00,92.72
2506.00,92.77
2505.00,92.80
2504.00,92.80
2503.00,92.80
2502.00,92.80
2501.00,92.78
2500.00,92.75
2499.00,92.73
2498.00,92.74
2497.00,92.75
2496.00,92.73
2495.00,92.69
2494.00,92.68
2493.00,92.72
2492.00,92.78
2491.00,92.82
2490.00,92.83
2489.00,92.81
2488.00,92.78
2487.00,92.76
2486.00,92.76
2485.00,92.75
2484.00,92.75
2483.00,92.74
2482.00,92.76
2481.00,92.79
