Created as New Dataset,Sample 002 By Administrator Date Thursday, December 10 2020
cm-1,%T
2724.00,93.04
2723.00,93.04
2722.00,93.04
2721.00,93.04
2720.00,93.06
2719.00,93.08
2718.00,93.12
2717.00,93.16
2716.00,93.20
2715.00,93.23
2714.00,93.25
2713.00,93.25
2712.00,93.24
2711.00,93.23
2710.00,93.23
2709.00,93.25
2708.00,93.27
2707.00,93.29
2706.00,93.30
2705.00,93.32
2704.00,93.34
2703.00,93.36
2702.00,93.38
2701.00,93.39
2700.00,93.39
2699.00,93.38
2698.00,93.37
2697.00,93.38
2696.00,93.39
2695.00,93.41
2694.00,93.42
2693.00,93.43
2692.00,93.42
2691.00,93.43
2690.00,93.44
2689.00,93.46
2688.00,93.45
2687.00,93.44
2686.00,93.44
2685.00,93.46
2684.00,93.49
2683.00,93.52
2682.00,93.53
2681.00,93.54
2680.00,93.54
2679.00,93.55
2678.00,93.56
2677.00,93.58
2676.00,93.59
2675.00,93.60
2674.00,93.60
2673.00,93.61
2672.00,93.62
2671.00,93.64
2670.00,93.65
2669.00,93.65
2668.00,93.64
2667.00,93.62
2666.00,93.61
2665.00,93.60
2664.00,93.61
2663.00,93.62
2662.00,93.62
2661.00,93.63
2660.00,93.64
2659.00,93.65
2658.00,93.65
2657.00,93.62
2656.00,93.57
2655.00,93.53
2654.00,93.51
2653.00,93.52
2652.00,93.55
2651.00,93.60
2650.00,93.65
2649.00,93.68
2648.00,93.67
2647.00,93.64
2646.00,93.61
2645.00,93.60
2644.00,93.60
2643.00,93.62
2642.00,93.64
2641.00,93.65
2640.00,93.66
2639.00,93.66
2638.00,93.67
2637.00,93.68
2636.00,93.68
2635.00,93.66
2634.00,93.64
2633.00,93.62
2632.00,93.62
2631.00,93.64
2630.00,93.67
2629.00,93.68
2628.00,93.68
2627.00,93.66
2626.00,93.65
2625.00,93.66
2624.00,93.66
2623.00,93.66
2622.00,93.67
2621.00,93.68
2620.00,93.67
2619.00,93.64
2618.00,93.60
2617.00,93.56
2616.00,93.57
2615.00,93.60
2614.00,93.64
2613.00,93.66
2612.00,93.68
2611.00,93.71
2610.00,93.74
2609.00,93.75
2608.00,93.75
2607.00,93.74
2606.00,93.73
2605.00,93.73
2604.00,93.75
2603.00,93.79
2602.00,93.82
2601.00,93.83
2600.00,93.82
2599.00,93.80
2598.00,93.78
2597.00,93.79
2596.00,93.80
2595.00,93.82
2594.00,93.84
2593.00,93.86
2592.00,93.89
2591.00,93.93
2590.00,93.97
2589.00,93.99
2588.00,93.98
2587.00,93.92
2586.00,93.82
2585.00,93.73
2584.00,93.69
2583.00,93.72
2582.00,93.79
2581.00,93.84
2580.00,93.87
2579.00,93.86
2578.00,93.84
2577.00,93.81
2576.00,93.79
2575.00,93.81
2574.00,93.83
2573.00,93.86
2572.00,93.87
2571.00,93.88
2570.00,93.90
2569.00,93.94
2568.00,93.97
2567.00,94.00
2566.00,94.02
2565.00,94.01
2564.00,93.98
2563.00,93.95
2562.00,93.91
2561.00,93.89
2560.00,93.88
2559.00,93.90
2558.00,93.92
2557.00,93.92
2556.00,93.92
2555.00,93.94
2554.00,93.95
2553.00,93.96
2552.00,93.94
2551.00,93.94
2550.00,93.95
2549.00,93.96
2548.00,93.96
2547.00,93.95
2546.00,93.95
2545.00,93.96
2544.00,93.97
2543.00,93.97
2542.00,93.95
2541.00,93.94
2540.00,93.94
2539.00,93.96
2538.00,93.96
2537.00,93.93
2536.00,93.90
2535.00,93.88
2534.00,93.89
2533.00,93.91
2532.00,93.92
2531.00,93.93
2530.00,93.95
2529.00,93.97
2528.00,94.00
2527.00,94.03
2526.00,94.03
2525.00,94.02
2524.00,93.98
2523.00,93.94
2522.00,93.92
2521.00,93.93
2520.00,93.97
2519.00,94.00
2518.00,94.01
2517.00,94.00
2516.00,93.99
2515.00,94.00
2514.00,94.03
2513.00,94.07
2512.00,94.10
2511.00,94.12
2510.00,94.14
2509.00,94.15
2508.00,94.15
2507.00,94.15
2506.00,94.13
2505.00,94.10
2504.00,94.07
2503.00,94.07
2502.00,94.07
2501.00,94.06
2500.00,94.05
2499.00,94.05
2498.00,94.05
2497.00,94.04
2496.00,94.01
2495.00,93.99
2494.00,93.98
2493.00,94.01
2492.00,94.06
2491.00,94.08
2490.00,94.07
2489.00,94.04
2488.00,94.03
2487.00,94.07
2486.00,94.14
2485.00,94.20
2484.00,94.22
2483.00,94.23
2482.00,94.23
2481.00,94.22
2480.00,94.21
2479.00,94.20
2478.00,94.20
2477.00,94.22
2476.00,94.22
2475.00,94.21
2474.00,94.17
2473.00,94.13
2472.00,94.09
2471.00,94.05
2470.00,94.02
2469.00,94.00
