Created as New Dataset,Sample 004 By Administrator Date Thursday, December 10 2020
cm-1,%T
3097.00,68.75
3096.00,68.96
3095.00,69.14
3094.00,69.31
3093.00,69.47
3092.00,69.63
3091.00,69.80
3090.00,69.96
3089.00,70.12
3088.00,70.28
3087.00,70.44
3086.00,70.59
3085.00,70.72
3084.00,70.85
3083.00,70.96
3082.00,71.07
3081.00,71.17
3080.00,71.29
3079.00,71.46
3078.00,71.66
3077.00,71.86
3076.00,72.03
3075.00,72.16
3074.00,72.27
3073.00,72.40
3072.00,72.55
3071.00,72.71
3070.00,72.87
3069.00,73.01
3068.00,73.13
3067.00,73.26
3066.00,73.38
3065.00,73.52
3064.00,73.65
3063.00,73.78
3062.00,73.93
3061.00,74.09
3060.00,74.25
3059.00,74.39
3058.00,74.52
3057.00,74.65
3056.00,74.79
3055.00,74.94
3054.00,75.09
3053.00,75.24
3052.00,75.37
3051.00,75.49
3050.00,75.61
3049.00,75.73
3048.00,75.84
3047.00,75.95
3046.00,76.06
3045.00,76.19
3044.00,76.34
3043.00,76.50
3042.00,76.65
3041.00,76.78
3040.00,76.88
3039.00,76.96
3038.00,77.05
3037.00,77.17
3036.00,77.30
3035.00,77.43
3034.00,77.57
3033.00,77.70
3032.00,77.82
3031.00,77.93
3030.00,78.02
3029.00,78.11
3028.00,78.23
3027.00,78.36
3026.00,78.51
3025.00,78.64
3024.00,78.76
3023.00,78.86
3022.00,78.97
3021.00,79.07
3020.00,79.16
3019.00,79.26
3018.00,79.38
3017.00,79.50
3016.00,79.63
3015.00,79.75
3014.00,79.86
3013.00,79.96
3012.00,80.05
3011.00,80.14
3010.00,80.24
3009.00,80.36
3008.00,80.48
3007.00,80.59
3006.00,80.67
3005.00,80.72
3004.00,80.77
3003.00,80.84
3002.00,80.95
3001.00,81.08
3000.00,81.21
2999.00,81.32
2998.00,81.41
2997.00,81.49
2996.00,81.57
2995.00,81.66
2994.00,81.76
2993.00,81.84
2992.00,81.90
2991.00,81.95
2990.00,82.02
2989.00,82.12
2988.00,82.24
2987.00,82.36
2986.00,82.46
2985.00,82.54
2984.00,82.61
2983.00,82.68
2982.00,82.76
2981.00,82.86
2980.00,82.95
2979.00,83.02
2978.00,83.07
2977.00,83.11
2976.00,83.17
2975.00,83.25
2974.00,83.33
2973.00,83.39
2972.00,83.44
2971.00,83.49
2970.00,83.56
2969.00,83.65
2968.00,83.73
2967.00,83.80
2966.00,83.86
2965.00,83.93
2964.00,84.02
2963.00,84.12
2962.00,84.21
2961.00,84.29
2960.00,84.37
2959.00,84.45
2958.00,84.52
2957.00,84.59
2956.00,84.64
2955.00,84.70
2954.00,84.76
2953.00,84.83
2952.00,84.89
2951.00,84.94
2950.00,84.97
2949.00,85.01
2948.00,85.05
2947.00,85.11
2946.00,85.17
2945.00,85.25
2944.00,85.33
2943.00,85.41
2942.00,85.50
2941.00,85.59
2940.00,85.67
2939.00,85.74
2938.00,85.79
2937.00,85.82
2936.00,85.84
2935.00,85.88
2934.00,85.92
2933.00,85.95
2932.00,85.98
2931.00,86.00
2930.00,86.04
2929.00,86.09
2928.00,86.14
2927.00,86.17
2926.00,86.20
2925.00,86.25
2924.00,86.31
2923.00,86.39
2922.00,86.46
2921.00,86.54
2920.00,86.61
2919.00,86.68
2918.00,86.73
2917.00,86.78
2916.00,86.84
2915.00,86.90
2914.00,86.94
2913.00,86.97
2912.00,86.98
2911.00,87.00
2910.00,87.05
2909.00,87.13
2908.00,87.22
2907.00,87.29
2906.00,87.35
2905.00,87.40
2904.00,87.47
2903.00,87.55
2902.00,87.62
2901.00,87.68
2900.00,87.73
2899.00,87.77
2898.00,87.82
2897.00,87.86
2896.00,87.88
2895.00,87.90
2894.00,87.92
2893.00,87.95
2892.00,87.98
2891.00,88.03
2890.00,88.06
2889.00,88.09
2888.00,88.10
2887.00,88.11
2886.00,88.14
2885.00,88.18
2884.00,88.24
2883.00,88.29
2882.00,88.35
2881.00,88.40
2880.00,88.44
2879.00,88.49
2878.00,88.54
2877.00,88.59
2876.00,88.64
2875.00,88.68
2874.00,88.69
2873.00,88.68
2872.00,88.67
2871.00,88.66
2870.00,88.66
2869.00,88.68
2868.00,88.70
2867.00,88.75
2866.00,88.83
2865.00,88.90
2864.00,88.96
2863.00,88.97
2862.00,88.96
2861.00,88.98
2860.00,89.03
2859.00,89.11
2858.00,89.18
2857.00,89.21
2856.00,89.22
2855.00,89.21
2854.00,89.22
2853.00,89.24
2852.00,89.28
2851.00,89.35
2850.00,89.41
2849.00,89.47
2848.00,89.50
2847.00,89.52
2846.00,89.53
2845.00,89.53
2844.00,89.53
2843.00,89.55
2842.00,89.60
2841.00,89.66
2840.00,89.73
2839.00,89.77
2838.00,89.79
2837.00,89.80
2836.00,89.80
2835.00,89.81
2834.00,89.82
2833.00,89.85
2832.00,89.86
2831.00,89.87
2830.00,89.89
2829.00,89.92
2828.00,89.95
2827.00,89.98
2826.00,90.01
2825.00,90.05
2824.00,90.09
2823.00,90.12
2822.00,90.13
2821.00,90.13
2820.00,90.13
2819.00,90.15
2818.00,90.18
2817.00,90.21
2816.00,90.24
2815.00,90.26
2814.00,90.29
2813.00,90.32
2812.00,90.36
2811.00,90.40
2810.00,90.42
2809.00,90.43
