Created as New Dataset,Sample 001 By Administrator Date Thursday, December 10 2020
cm-1,%T
2502.00,97.29
2501.00,97.30
2500.00,97.29
2499.00,97.25
2498.00,97.22
2497.00,97.19
2496.00,97.15
2495.00,97.12
2494.00,97.13
2493.00,97.19
2492.00,97.29
2491.00,97.35
2490.00,97.35
2489.00,97.30
2488.00,97.24
2487.00,97.21
2486.00,97.21
2485.00,97.22
2484.00,97.23
2483.00,97.22
2482.00,97.21
2481.00,97.19
2480.00,97.19
2479.00,97.20
2478.00,97.23
2477.00,97.25
2476.00,97.24
2475.00,97.20
2474.00,97.14
2473.00,97.09
2472.00,97.06
2471.00,97.05
2470.00,97.05
2469.00,97.07
