Created as New Dataset,Sample 005 By Administrator Date Thursday, December 10 2020
cm-1,%T
3149.00,60.35
3148.00,60.52
3147.00,60.67
3146.00,60.81
3145.00,60.93
3144.00,61.07
3143.00,61.23
3142.00,61.41
3141.00,61.61
3140.00,61.83
3139.00,62.02
3138.00,62.19
3137.00,62.35
3136.00,62.52
3135.00,62.71
3134.00,62.92
3133.00,63.11
3132.00,63.29
3131.00,63.45
3130.00,63.60
3129.00,63.75
3128.00,63.88
3127.00,64.03
3126.00,64.20
3125.00,64.41
3124.00,64.63
3123.00,64.83
3122.00,64.98
3121.00,65.11
3120.00,65.25
3119.00,65.40
3118.00,65.56
3117.00,65.71
3116.00,65.87
3115.00,66.02
3114.00,66.18
3113.00,66.33
3112.00,66.48
3111.00,66.65
3110.00,66.83
3109.00,67.02
3108.00,67.21
3107.00,67.38
3106.00,67.55
3105.00,67.72
3104.00,67.90
3103.00,68.07
3102.00,68.24
3101.00,68.39
3100.00,68.54
3099.00,68.70
3098.00,68.89
3097.00,69.10
3096.00,69.30
3095.00,69.47
3094.00,69.61
3093.00,69.76
3092.00,69.93
3091.00,70.12
3090.00,70.31
3089.00,70.48
3088.00,70.62
3087.00,70.74
3086.00,70.86
3085.00,70.99
3084.00,71.13
3083.00,71.25
3082.00,71.34
3081.00,71.44
3080.00,71.58
3079.00,71.77
3078.00,71.98
3077.00,72.18
3076.00,72.34
3075.00,72.47
3074.00,72.59
3073.00,72.71
3072.00,72.86
3071.00,73.01
3070.00,73.16
3069.00,73.30
3068.00,73.43
3067.00,73.58
3066.00,73.73
3065.00,73.89
3064.00,74.05
3063.00,74.21
3062.00,74.39
3061.00,74.58
3060.00,74.76
3059.00,74.91
3058.00,75.04
3057.00,75.15
3056.00,75.27
3055.00,75.41
3054.00,75.55
3053.00,75.68
3052.00,75.81
3051.00,75.92
3050.00,76.03
3049.00,76.15
3048.00,76.28
3047.00,76.43
3046.00,76.59
3045.00,76.76
3044.00,76.91
3043.00,77.04
3042.00,77.15
3041.00,77.25
3040.00,77.36
3039.00,77.47
3038.00,77.58
3037.00,77.71
3036.00,77.85
3035.00,77.99
3034.00,78.12
3033.00,78.24
3032.00,78.35
3031.00,78.46
3030.00,78.54
3029.00,78.62
3028.00,78.73
3027.00,78.85
3026.00,78.99
3025.00,79.13
3024.00,79.26
3023.00,79.39
3022.00,79.52
3021.00,79.64
3020.00,79.76
3019.00,79.87
3018.00,79.97
3017.00,80.06
3016.00,80.16
3015.00,80.25
3014.00,80.36
3013.00,80.48
3012.00,80.59
3011.00,80.70
3010.00,80.81
3009.00,80.92
3008.00,81.03
3007.00,81.12
3006.00,81.19
3005.00,81.24
3004.00,81.31
3003.00,81.41
3002.00,81.56
3001.00,81.73
3000.00,81.88
2999.00,81.99
2998.00,82.03
2997.00,82.04
2996.00,82.08
2995.00,82.16
2994.00,82.29
2993.00,82.42
2992.00,82.53
2991.00,82.61
2990.00,82.68
2989.00,82.75
2988.00,82.83
2987.00,82.91
2986.00,83.00
2985.00,83.10
2984.00,83.18
2983.00,83.25
2982.00,83.31
2981.00,83.37
2980.00,83.44
2979.00,83.53
2978.00,83.62
2977.00,83.70
2976.00,83.78
2975.00,83.86
2974.00,83.94
2973.00,84.01
2972.00,84.06
2971.00,84.11
2970.00,84.17
2969.00,84.26
2968.00,84.35
2967.00,84.43
2966.00,84.52
2965.00,84.62
2964.00,84.72
2963.00,84.81
2962.00,84.88
2961.00,84.95
2960.00,85.00
2959.00,85.06
2958.00,85.12
2957.00,85.18
2956.00,85.25
2955.00,85.33
2954.00,85.40
2953.00,85.46
2952.00,85.52
2951.00,85.57
2950.00,85.62
2949.00,85.67
2948.00,85.72
2947.00,85.76
2946.00,85.81
2945.00,85.87
2944.00,85.96
2943.00,86.06
2942.00,86.15
2941.00,86.23
2940.00,86.29
2939.00,86.34
2938.00,86.40
2937.00,86.47
2936.00,86.54
2935.00,86.59
2934.00,86.62
2933.00,86.63
2932.00,86.63
2931.00,86.65
2930.00,86.70
2929.00,86.77
2928.00,86.85
2927.00,86.91
2926.00,86.96
2925.00,87.02
2924.00,87.09
2923.00,87.14
2922.00,87.19
2921.00,87.23
2920.00,87.27
2919.00,87.33
2918.00,87.38
2917.00,87.42
2916.00,87.48
2915.00,87.56
2914.00,87.64
2913.00,87.70
2912.00,87.73
2911.00,87.75
2910.00,87.79
2909.00,87.83
2908.00,87.88
2907.00,87.94
2906.00,87.99
2905.00,88.06
2904.00,88.14
2903.00,88.23
2902.00,88.32
2901.00,88.40
2900.00,88.47
2899.00,88.53
2898.00,88.57
2897.00,88.57
2896.00,88.55
2895.00,88.52
2894.00,88.52
2893.00,88.53
2892.00,88.58
2891.00,88.65
2890.00,88.73
2889.00,88.78
2888.00,88.82
2887.00,88.85
2886.00,88.88
2885.00,88.90
2884.00,88.91
2883.00,88.91
2882.00,88.93
2881.00,88.99
2880.00,89.08
2879.00,89.18
2878.00,89.25
2877.00,89.29
2876.00,89.32
2875.00,89.33
2874.00,89.35
2873.00,89.37
2872.00,89.39
2871.00,89.40
2870.00,89.41
2869.00,89.44
2868.00,89.48
2867.00,89.52
2866.00,89.56
2865.00,89.61
2864.00,89.64
2863.00,89.66
2862.00,89.69
2861.00,89.73
2860.00,89.80
2859.00,89.86
2858.00,89.89
2857.00,89.89
2856.00,89.88
2855.00,89.87
2854.00,89.88
2853.00,89.91
2852.00,89.96
2851.00,90.02
2850.00,90.08
2849.00,90.13
2848.00,90.16
2847.00,90.18
2846.00,90.20
2845.00,90.23
2844.00,90.27
2843.00,90.30
2842.00,90.32
2841.00,90.34
2840.00,90.37
2839.00,90.40
2838.00,90.43
2837.00,90.46
2836.00,90.47
2835.00,90.48
2834.00,90.49
2833.00,90.49
2832.00,90.50
2831.00,90.51
2830.00,90.54
2829.00,90.57
2828.00,90.60
2827.00,90.63
2826.00,90.67
2825.00,90.73
2824.00,90.79
2823.00,90.83
2822.00,90.83
2821.00,90.81
2820.00,90.80
2819.00,90.82
2818.00,90.85
2817.00,90.89
2816.00,90.92
2815.00,90.94
2814.00,90.96
2813.00,90.99
2812.00,91.02
2811.00,91.06
2810.00,91.09
2809.00,91.11
2808.00,91.13
2807.00,91.14
2806.00,91.15
2805.00,91.18
2804.00,91.22
2803.00,91.24
2802.00,91.22
2801.00,91.19
2800.00,91.16
2799.00,91.16
2798.00,91.17
2797.00,91.19
2796.00,91.22
2795.00,91.27
2794.00,91.31
2793.00,91.34
2792.00,91.37
2791.00,91.40
2790.00,91.45
2789.00,91.49
2788.00,91.50
2787.00,91.49
2786.00,91.47
2785.00,91.46
2784.00,91.46
2783.00,91.45
2782.00,91.44
2781.00,91.42
2780.00,91.43
2779.00,91.47
2778.00,91.51
2777.00,91.56
2776.00,91.59
2775.00,91.62
2774.00,91.66
2773.00,91.69
2772.00,91.71
2771.00,91.70
2770.00,91.68
2769.00,91.65
2768.00,91.63
2767.00,91.63
2766.00,91.66
2765.00,91.71
2764.00,91.76
2763.00,91.79
2762.00,91.82
2761.00,91.84
2760.00,91.85
2759.00,91.84
2758.00,91.83
2757.00,91.82
2756.00,91.83
2755.00,91.85
2754.00,91.87
2753.00,91.88
2752.00,91.90
2751.00,91.91
2750.00,91.91
2749.00,91.91
2748.00,91.90
2747.00,91.89
2746.00,91.90
2745.00,91.91
2744.00,91.91
2743.00,91.92
2742.00,91.94
2741.00,91.98
2740.00,92.02
2739.00,92.06
2738.00,92.10
2737.00,92.10
2736.00,92.08
2735.00,92.04
2734.00,92.01
2733.00,92.01
2732.00,92.02
2731.00,92.03
2730.00,92.05
2729.00,92.06
2728.00,92.07
2727.00,92.09
2726.00,92.10
2725.00,92.12
2724.00,92.12
2723.00,92.09
2722.00,92.05
2721.00,92.01
2720.00,91.99
2719.00,92.01
2718.00,92.06
2717.00,92.12
2716.00,92.17
2715.00,92.19
2714.00,92.19
2713.00,92.18
2712.00,92.17
2711.00,92.17
2710.00,92.19
2709.00,92.22
2708.00,92.25
2707.00,92.27
2706.00,92.28
2705.00,92.29
2704.00,92.28
2703.00,92.28
2702.00,92.27
2701.00,92.27
2700.00,92.28
2699.00,92.28
2698.00,92.27
2697.00,92.26
2696.00,92.26
2695.00,92.27
2694.00,92.30
2693.00,92.31
2692.00,92.30
2691.00,92.30
2690.00,92.31
2689.00,92.34
2688.00,92.35
2687.00,92.36
2686.00,92.34
2685.00,92.33
2684.00,92.32
2683.00,92.33
2682.00,92.34
2681.00,92.34
2680.00,92.33
2679.00,92.33
2678.00,92.33
2677.00,92.32
2676.00,92.32
2675.00,92.32
2674.00,92.33
2673.00,92.33
2672.00,92.33
2671.00,92.34
2670.00,92.35
2669.00,92.37
2668.00,92.38
2667.00,92.39
2666.00,92.38
2665.00,92.38
2664.00,92.37
2663.00,92.36
2662.00,92.36
2661.00,92.35
2660.00,92.35
2659.00,92.36
2658.00,92.38
2657.00,92.39
2656.00,92.37
2655.00,92.34
2654.00,92.31
2653.00,92.29
2652.00,92.30
2651.00,92.33
2650.00,92.35
2649.00,92.36
2648.00,92.35
2647.00,92.32
2646.00,92.29
2645.00,92.27
2644.00,92.26
2643.00,92.27
2642.00,92.30
2641.00,92.31
2640.00,92.32
2639.00,92.32
2638.00,92.34
2637.00,92.36
2636.00,92.35
2635.00,92.33
2634.00,92.29
2633.00,92.27
2632.00,92.27
2631.00,92.30
2630.00,92.33
2629.00,92.34
2628.00,92.31
2627.00,92.27
2626.00,92.25
2625.00,92.26
2624.00,92.27
2623.00,92.29
2622.00,92.30
2621.00,92.31
2620.00,92.30
2619.00,92.28
2618.00,92.24
2617.00,92.23
2616.00,92.26
2615.00,92.32
2614.00,92.35
2613.00,92.36
2612.00,92.34
2611.00,92.32
2610.00,92.33
2609.00,92.32
2608.00,92.31
2607.00,92.29
2606.00,92.29
2605.00,92.30
2604.00,92.29
2603.00,92.28
2602.00,92.26
2601.00,92.24
2600.00,92.24
2599.00,92.24
2598.00,92.23
2597.00,92.22
2596.00,92.23
2595.00,92.26
2594.00,92.28
2593.00,92.27
2592.00,92.24
2591.00,92.22
2590.00,92.23
2589.00,92.27
2588.00,92.29
2587.00,92.27
2586.00,92.23
2585.00,92.19
2584.00,92.19
2583.00,92.24
2582.00,92.30
2581.00,92.32
2580.00,92.29
2579.00,92.24
2578.00,92.19
2577.00,92.17
2576.00,92.19
2575.00,92.24
2574.00,92.28
2573.00,92.30
2572.00,92.28
2571.00,92.26
2570.00,92.26
2569.00,92.27
2568.00,92.30
2567.00,92.33
2566.00,92.37
2565.00,92.38
2564.00,92.38
2563.00,92.34
2562.00,92.29
2561.00,92.25
2560.00,92.24
2559.00,92.25
2558.00,92.24
2557.00,92.21
2556.00,92.17
2555.00,92.13
2554.00,92.10
2553.00,92.09
2552.00,92.10
2551.00,92.12
2550.00,92.15
2549.00,92.17
2548.00,92.20
2547.00,92.24
2546.00,92.28
2545.00,92.27
2544.00,92.23
2543.00,92.18
2542.00,92.13
2541.00,92.11
2540.00,92.11
2539.00,92.12
2538.00,92.13
2537.00,92.13
2536.00,92.13
2535.00,92.13
2534.00,92.14
2533.00,92.16
2532.00,92.17
2531.00,92.18
2530.00,92.20
2529.00,92.21
2528.00,92.21
2527.00,92.21
2526.00,92.21
2525.00,92.20
2524.00,92.18
2523.00,92.16
2522.00,92.15
2521.00,92.15
2520.00,92.14
2519.00,92.13
2518.00,92.12
2517.00,92.11
2516.00,92.11
2515.00,92.11
2514.00,92.12
2513.00,92.11
2512.00,92.10
2511.00,92.10
2510.00,92.13
2509.00,92.16
2508.00,92.18
2507.00,92.17
2506.00,92.15
2505.00,92.12
2504.00,92.12
2503.00,92.14
2502.00,92.15
2501.00,92.13
2500.00,92.08
2499.00,92.04
2498.00,92.04
2497.00,92.07
2496.00,92.09
