Created as New Dataset,Sample 002 By Administrator Date Tuesday, December 15 2020
cm-1,%T
2798.00,92.20
2797.00,92.27
2796.00,92.32
2795.00,92.35
2794.00,92.37
2793.00,92.38
2792.00,92.40
2791.00,92.44
2790.00,92.48
2789.00,92.52
2788.00,92.55
2787.00,92.58
2786.00,92.61
2785.00,92.64
2784.00,92.66
2783.00,92.66
2782.00,92.63
2781.00,92.60
2780.00,92.57
2779.00,92.56
2778.00,92.56
2777.00,92.57
2776.00,92.62
2775.00,92.71
2774.00,92.81
2773.00,92.89
2772.00,92.93
2771.00,92.97
2770.00,93.00
2769.00,93.03
2768.00,93.05
2767.00,93.06
2766.00,93.08
2765.00,93.09
2764.00,93.09
2763.00,93.09
2762.00,93.10
2761.00,93.12
2760.00,93.15
2759.00,93.19
2758.00,93.24
2757.00,93.29
2756.00,93.34
2755.00,93.36
2754.00,93.36
2753.00,93.35
2752.00,93.35
2751.00,93.36
2750.00,93.37
2749.00,93.38
2748.00,93.35
2747.00,93.31
2746.00,93.29
2745.00,93.30
2744.00,93.35
2743.00,93.43
2742.00,93.52
2741.00,93.59
2740.00,93.61
2739.00,93.61
2738.00,93.60
2737.00,93.60
2736.00,93.61
2735.00,93.65
2734.00,93.70
2733.00,93.75
2732.00,93.80
2731.00,93.82
2730.00,93.81
2729.00,93.78
2728.00,93.75
2727.00,93.75
2726.00,93.75
2725.00,93.75
2724.00,93.74
2723.00,93.74
2722.00,93.76
2721.00,93.82
2720.00,93.90
2719.00,93.97
2718.00,94.01
2717.00,94.04
2716.00,94.06
2715.00,94.06
2714.00,94.05
2713.00,94.03
2712.00,94.01
2711.00,94.00
2710.00,94.01
2709.00,94.03
2708.00,94.05
2707.00,94.07
2706.00,94.09
2705.00,94.11
2704.00,94.12
2703.00,94.13
2702.00,94.14
2701.00,94.15
2700.00,94.16
2699.00,94.17
2698.00,94.16
2697.00,94.15
2696.00,94.18
2695.00,94.24
2694.00,94.31
2693.00,94.35
2692.00,94.35
2691.00,94.33
2690.00,94.31
2689.00,94.28
2688.00,94.26
2687.00,94.26
2686.00,94.25
2685.00,94.26
2684.00,94.28
2683.00,94.30
2682.00,94.31
2681.00,94.29
2680.00,94.25
2679.00,94.22
2678.00,94.22
2677.00,94.24
2676.00,94.26
2675.00,94.29
2674.00,94.31
2673.00,94.32
2672.00,94.33
2671.00,94.32
2670.00,94.31
2669.00,94.31
2668.00,94.33
2667.00,94.36
2666.00,94.38
2665.00,94.40
2664.00,94.43
2663.00,94.46
2662.00,94.48
2661.00,94.51
2660.00,94.54
2659.00,94.56
2658.00,94.56
2657.00,94.52
2656.00,94.45
2655.00,94.41
2654.00,94.39
2653.00,94.40
2652.00,94.40
2651.00,94.41
2650.00,94.42
2649.00,94.46
2648.00,94.49
2647.00,94.48
2646.00,94.45
2645.00,94.43
2644.00,94.45
2643.00,94.51
2642.00,94.56
2641.00,94.56
